,claim_id,description,post_id,content,keywords_type,class
10,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",a6497d31-d49c-34a8-b0a6-cde3159c5e32,"@ NRA NATIONAL RIFLE ASSOCIATION MR. COLION NOIR , REQUEST FOR ATTORNEY AT LAW TO REPEAL ALL GUN CONTROL LAWS DUE TO ILLEGAL IDENTITY THEFT , GREGORI HUGH BLACK SOCIAL SECURITY NUMBER 514-14-0046 & 600-10-7426 .",manual,irrelevant
11,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",45787535-91ff-34de-8bec-456ddf5534e4,"Exposure to smoke leads to about 600,000 deaths per year. It is illegal to whitsle in Petrolia, Canada.",manual,irrelevant
12,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",df2d0352-461f-3f3e-88b0-ae1dc323526c,He's paying that $600 a with the $6000 deductible Obama care. Dang if he was an illegal he'd be in a nice warm bed. https://twitter.com/KyleKashuv/status/1087584893817651200 …,manual,irrelevant
13,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",9604df8e-e67e-37e7-b9a0-9d6d6be398f6,"TX: in 7 yrs 4,000 illegals incarcerated for sexual assault-62% of those victims r TX US children! Over 3,000 illegals incarcerated for murder. Over 600,000 illegals incarcerated for other crimes! So no it is not about the President!! # BuildTheWall",manual,relevant
14,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",8e57ce51-455b-3536-992e-9b8c2237b65d,"@ realDonaldTrump That is a Political fight I'd love to see, exposing the entire corrupt, illegal votiing schemss from Civil War costing 600,000 murdered Americans, KKK, Segregations/ @ MLKDay ElectoralCollege 770K Alien Votes for ONE Electoral College VO",manual,irrelevant
15,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",f06b2b49-4dd7-346a-a4d6-39c0425fd7b7,"The democrats are keeping 600,000 gov't workers financially hostage so they can keep 20+- million illegals and future illegals (walls are immoral!) on the public dole. Let that sink in..... # LiberalismIsAMentalDisorder # BuildTheWall # MAGA # LiberalsareImmoral",manual,irrelevant
16,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",2ae956df-b96d-3402-b93f-d26e37bcdb9a,This is a shame. An Twitter permanently locked you account forever for saying two illegals who raped a 14 year old girl in DC needed a short rope and a long drop.,manual,irrelevant
17,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",00f60e3e-2aaf-325f-a489-46d18781ec26,"Amb. Mansour:”In the past year,Israel has deliberately advanced the illegal construction of more than 5,600 # Oscars2019 settlement units,facilitating the illegal transfer of thousands more Israeli settlers to our land” # Palestine @ UN # Resolution2334",manual,irrelevant
18,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",73768d8e-daf6-31e7-9d25-93ca8803df77,"The right wing path is the only path that will save this country. Walls work. The ones we have prove that. USA can not sustain uncontrolled immigration It costs over $600,000,000 a day to support illegal aliens. American taxpayers deserve better for the future of our families.",manual,irrelevant
19,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",d1d9872f-73cc-354e-b24d-95df341549b0,"@ TheDemocrats are much more worried about Russians buying $4,600 in @ facebook advertisements than they are worried that illegal aliens are voting in our elections corrupting the integrity of our Republic.",manual,irrelevant
20,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",3a099665-2942-353d-a34e-d07bdea182ea,"It seemed like a silly article until I learned that 2,600 people die each year from food-related illnesses. Otherwise, turns out lettuce is not more deadly than illegal immigrants. https://www.politifact.com/facebook-fact-checks/statements/2019/jan/15/viral-image/did-lettuce-kill-more-americans-undocumented-immig/ …",manual,irrelevant
21,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",99e467bd-41d6-3867-98cf-cb17f3770549,"He does not have a mandate. Illegal border crossings are at a 46 year low. Most of the drugs come in at legal points of entry. There are smarter ways to protect the border! 600,000 undocumented are Visa overstays; we need to clean that mess up too. # NoBorderWall # TrumpShutdown",manual,irrelevant
22,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",fb2ae44c-468b-3644-bd7b-bde57af4bacc,"Zimbabwe Pres Mnangagwa returns with scarf to crisis-wracked home after meet with elite in Switzerland to compliment police on ""calm"" in Zim. 600 opposition officials including MPs and head of biggest labour union arrested, Zim high court declares gov's Internet shutdown illegal. pic.twitter.com/mDdquaTtUU",manual,irrelevant
23,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",c212c142-b9dc-36f7-b9a0-357ca44f42bf,"Exposure to smoke leads to about 600,000 deaths per year. In Australia, changing a light bulb is illegal unless you are a licensed electrician.",manual,irrelevant
24,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",4505a0d9-f3eb-3cab-94cf-e4d25559f601,"'..do you support the actions of the Israel government including the illegal settlement of over 600,000 of its own citizens in the Palestinian West Bank, East Jerusalem and the Golan Heights plus the 11 year blockade of essential goods against 1.8m civilians in Gaza..?'",manual,irrelevant
25,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",a089eea0-4d9c-3fad-92cb-18ea36b79c6c,"I read it wrong... It was over 600,000 crimes were committed from illegal aliens.. a lot of them were homicide.. not quite 300,000. Some were also rape, robbery, and others.. according to http://Whitehouse.gov",manual,relevant
26,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",6ea8ecea-6b22-301f-a9df-ddd727f011a1,"We lost 31 to school shootings last year. We lost over 1,600 due to illegal immigrants. Do the math. Which is more important?",manual,irrelevant
27,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",72930f91-55b4-308e-8d1d-19efc7b2ae02,"If you’re a veteran, why isn’t the safety of our own people important? We lost 1,600 people last year alone caused by illegal immigrants. pic.twitter.com/qpBMHvEP3Z",manual,irrelevant
28,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",4b17e689-fa16-3902-b6dd-1df1df215cd9,"France Builds Trump-Style Wall to Stop Illegals Getting to UK. There are an estimated 600 mostly male migrants hailing from Afghanistan, Iran, and Syria squatting in makeshift camps around the port town waiting to break into Britain —  http://bit.ly/2FPg7Nl  via @ BreitbartNews",manual,irrelevant
29,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",60a239ac-54e5-3783-8ab8-3435e0aa25b1,"Democrats don’t care that we lost over 1,600 Americans to illegals in 2018 alone. Apparently the @ dnc and Congressmen like @ RepSwalwell consider them expendable citizens.pic.twitter.com/LKsW5866iz",manual,irrelevant
30,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",af13faaf-a689-3e9a-b02d-7fbc7b055cf5,"Only got 25,600,000 of them. ALEUTIANS ISLANDS have LOTS of room for illegals AND they will kill no citizens of the 50 states, Guam, PR, etc etc. https://twitter.com/realDonaldTrump/status/1087494416347074561 …",manual,irrelevant
31,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",9f50692c-1343-3c40-8acc-8b40c365e18a,"Exposure to smoke leads to about 600,000 deaths per year. Wearing flip-flops in Capri, Italy, is illegal because of the noise the shoes create.",manual,irrelevant
32,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",3d13c5d1-f08c-3621-8c0f-39617d8e02cd,"Over 100 people were murdered and over 600 were wounded in the mass shootings in Nevada, Texas and Florida. None of the murderers was an illegal immigrant and your Wall would have had zero impact. Hundreds of American citizens yet you have done nothing. You’re a complete phony!",manual,irrelevant
33,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",5d5fdb3a-3a4f-3313-bac5-a310af09be18,Something has to be done about voter ID before 2020. Or this country is lost. An clean up the voter rolls also. Remove the illegals an the dead.,manual,irrelevant
34,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",713964f8-1897-3473-846f-474c7d458550,Plus 65 000 illegal migrants entered in Quebec. At 600.$ each adult per month for social assistance....,manual,irrelevant
35,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",be0dd51c-4c6e-3382-b83d-eb32979c6975,"Manufactured? Guess again. We lost 1,600 people to illegals in 2018 alone. Those were just the murders. https://www.ice.gov/doclib/about/offices/ero/pdf/eroFY2018Report.pdf …",manual,irrelevant
36,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",7d74b89f-0044-313e-93a2-02ae400f358b,"Perhaps you should read up a bit. 1,600 dead due to illegals in 2018 alone. https://www.ice.gov/doclib/about/offices/ero/pdf/eroFY2018Report.pdf …",manual,irrelevant
37,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",dfd03fb8-5a5f-3761-aa9b-68cf87125c24,"There were 1,600 homicides attributable to illegal immigrants in 2018 alone and yet @ KamalaHarris supports sanctuary cities. When are Democrats going to support “common sense” security for the American people? When will you put our people first?",manual,irrelevant
38,f16c0405-54d4-310e-baf7-599817a73e4e,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",23073851-b12b-36e5-a69a-fe5c44883855,Reports: 600-Plus Ebola Cases in D.R. Congo 'Expected to Double' Breitbart News-imagine this scenario one of these illegal Congo ones comes through illegally through border w this Ebola in them oh wait it did happen& US was not prepared as their still not https://apple.news/A0va65cfLOUWPktfm4M9LAA …,manual,irrelevant
39,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,b59cddab-6583-3ec4-84e8-74737d0073dc,Coming up on @ CBSMiami at 6:30: - @ TRussellCBS4 at the scene of an overnight house fire in # MiamiDade - @ AmberDiazNews with an update on a # Homestead shooting that sent 1 person to hospital - @ MikeCugnoCBS4 with how former @ MiamiDolphins player Bob Kuechenberg is being remembered,manual,irrelevant
40,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,12edcfb1-9440-3afe-8365-4539faf4979d,gotta love the AFC east. highlight of miami season was 7 seconds against new england. so they fire their head coach and hire the guy who put the defensive players on the field for those final 7 seconds.,manual,irrelevant
41,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,338e8657-d7fe-3208-a93e-e804c40ec1a8,"@ MiamiDolphins get Richard! Fans have spoken, we know the road ahead may be rough, let's do this with some fire! Players will respect this move!",manual,irrelevant
42,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,331f2070-0920-3026-a154-e626f981bd7d,Love to see him get the chance! Love his fire and passion! Seems like a guy players would love to go into a battle with!,manual,irrelevant
43,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,7e8d9286-0a67-3503-8aec-361f08f8ac42,"Fire Tannunbaum, why the hell are they holding onto him? Trade Tannehill and draft a QB or get a bridge QB until next year's draft. Clean up the roster by trading the older quality players and cutting the rest. Start anew. Hire an experienced NFL coach.",manual,irrelevant
44,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,b9bdd35a-e6f0-33eb-94b4-25a379d20e64,Fire the entire administration! They are the ones who are controlling this entire football team! As well as calling the shots! Even good players will fail with this administration! Good riddance!,manual,irrelevant
45,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,83b9d01f-17ba-32a7-b75a-aba4d31dd731,Fuck that fire all of them and clean house get new front office and from the top to the bottom. Get new players and get great players and renew our great players contacts and go to free agency and get players we need and draft players we need. I will not renew my season tickets,manual,irrelevant
46,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,17461035-4f30-3273-83b9-0a7178fbd9d0,"Dolphins are a dumpster fire lmao fire their coach after their ""Miami Miracle"" now all the players are turning on him LOL",manual,irrelevant
47,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,fece5e21-194b-3cda-9c22-01c50c78e218,"@ MiamiDolphins @ NFL Fins final season record = 7-9. Just as predicted. Q: Is it possible to fire literally everyone employed by the Fins? No, I mean everyone, all players, coaches, executives, janitors, bookkeepers. . .",manual,irrelevant
48,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,fdd48821-04d8-3720-b528-f47ce6a927f9,Isn’t that the truth? All preseason I hear about specific players and how great they are... Then they get cut. This BS carries into the regular season. What a Dumpster Fire this organization is! Complete JOKE!!,manual,irrelevant
49,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,826fcbff-5141-3b03-935d-5039737099f0,"4 turnovers on offense. 3 by Gases favorite player, Tannehill. 10 points scored on offense. 42 points given up by the defense. To a now 6-10 Bills team. FIRE EVERYONE. If Tannehill and Gase get jobs elsewhere, let them be mediocre somewhere else! Time to move on!",manual,irrelevant
50,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,677e024f-c518-3c02-bb2d-73e23bed1e5d,Please @ MiamiDolphins fire your entire coaching staff. Your front office some of the players need to go. This teams a fuckin joke,manual,irrelevant
51,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,d083ddda-bf12-3a27-8d52-e4fa309ab620,"The @ MiamiDolphins need players like Kiko, I need to see fire on this team",manual,irrelevant
52,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,b827d0dd-a420-3956-b32d-51a337f9a59f,Fire G.M all cockles and staff. Half the players and come back with attitude. They have no heart here,manual,irrelevant
53,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,9fbc25c5-7e50-32cf-a783-4da222ce1ea6,"As hard as I've been on the Bills, I am supremely confident they are going to destroy the Dolphins today. The game is in Buffalo against a Miami team who may fire their head coach and arguably one of our best players in the last twenty years is retiring.",manual,irrelevant
54,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,7cc48eed-0f21-3e7f-92bc-2f251806b035,"@ MiamiDolphins regardless of a W or L today I say you fire Gase, thanks. We need a new face for those players to look at during practice, maybe even new ownership",manual,irrelevant
55,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,35873ea6-53af-351c-8196-b7e2218b1666,# Fire everybody i mean get the owner to sell cause he is to old to run a org and fore eveybody down to the waterboys.. then start with QB tannabum and all these old players that are over paid and dont do shit im 31 and me and my dad has been fans our whole life he is 57 us fans,manual,irrelevant
56,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,460efc0b-a605-3280-a659-bbfa30f537b1,@ MiamiDolphins they need to fire all the coaches and players and rebuild the dolphins. Owners need to spend some money for good players.,manual,irrelevant
57,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,916201d5-670e-3332-97c4-e4e240e1e294,"Stephen Ross needs to fire every single player, coach, assistant coach, GM, assists GM, cheerleader, and owner. Yes. Owner. He needs to fire himself.",manual,irrelevant
58,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,05c0e0d5-fb4c-32fe-9332-a5f93fe0a948,Need to fire Tannenbaum. He has no concept on picking players. New DC needed. Team is soft on defense.,manual,irrelevant
59,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,9eb34fef-3d85-3a57-a9b2-12e223861ad8,Who they need to fire is gates and the defense of coach we need a new system ASAP we have good players just bad coaching,manual,irrelevant
60,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,450fcd9f-6c77-3b63-b7ec-dc674acc3dce,"@ MiamiDolphins why wait two more weeks to fire Gase. Get rid of him now and have these players prove they belong. Oh, and kick Tannehill to the curb too. We’re going nowhere with him. # medeocre",manual,irrelevant
61,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,9796e02a-efa6-3f9f-89b8-1e076d8fae2f,"@ MiamiDolphins seriously, Adam Gase is a moron. Drake is your best RB, if not your best overall player.... And he has ONE CARRY... Even with gore out, he has ONE CARRY. He literally won the fame for you last week. FIRE ADAM GASE NOW!",manual,irrelevant
62,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,8f22c5fe-e8a9-31cb-83af-be62809432a7,@ MiamiDolphins fire gase we have good talent players man don’t know what to do with them shit hire me,manual,irrelevant
63,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,8a00d1c6-da76-3b3d-a337-959308070aa7,"@ MiamiDolphins @ TomGarfinkel what more do yall need to see????? Its been time to fire Gase, Burke, let go of a bunch of players, hell just clear house # MIAvsMIN # FinsUp # dolphins",manual,irrelevant
64,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,59b77e25-5585-3aff-89ec-d1c3e4c9cacf,"Fire everyone. If it wasn’t for a miracle play last week and Clay dropping a wide open pass in the end zone we are 5-8. Front office is horrible, player development is horrible and coaching is trash. Blow it up",manual,irrelevant
65,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,2dfa8c73-0434-3f9f-a88e-2b3bf2c8a089,Ross can’t fire Burke. Gase has total control on players and coaches. This is all on Gase for not letting Burke go 6 or so weeks ago,manual,irrelevant
66,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,54cd6c9d-9f9d-3126-ac05-61e60a6958d0,"@ MiamiDolphins Twitter Fans...Fire Gase, Fire Burke, Fire Braintrust, Every player brought in under Braintrust is a bust, release RT17...basically Start Over like an expansion team. Nothing but negativity.",manual,irrelevant
67,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,42dcc2c9-7017-3a7c-8a2a-da78aef11573,"If they keep Gase, they're going to lose more and more games, decent players, and fans that are willing to spend money on this monstrosity of a team. Fire Tannenbaum, Grier, and Gase. Hire a smart GM and let him rebuild this dumpster fire of a franchise.",manual,irrelevant
68,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,adab0c84-b1d7-3cd9-8093-e798c718dd5a,"He never reached expectations. Hasnt had a full season in 3 years. Avg arm, not a clutch player and on 95% of any other team hed be the backup or cut. We have passed on quality qb's n dtaft and biggest mistake in fin history was we passed on Brees for Culpepper. Fire them all",manual,irrelevant
69,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,371ecd70-11d8-3072-816e-138311febf71,"Fire Gase, couldn't call the right play if his life depended on it. Looks like a zombie on the side line and press conferences. Seems about as motivated as a rock. The players need someone with some positive energy!!!!!",manual,irrelevant
70,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,ecc04ade-5c1d-3b25-9603-055747366ba8,@ MiamiDolphins Dear # StephenRoss The Fat Lady is singing Savior # AdamGase is now 21-23 Different players = same disappointing results Make # Gase Hire an OC or fire him Then have a Santeria Priest from Hialeah do a cleansing # DolphinsSuck,manual,irrelevant
71,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,2c519960-973e-3a96-a2ab-1659f2528348,@ MiamiDolphins please fire all Miami coaches and get some players on the team that want to play I believe in give people changes I have been a Miami dolphins fan all my life but IAM getting tired of what the dolphins organization is doing Adam case is no,manual,irrelevant
72,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,880c9966-16b8-3d19-ae4b-71097088bc88,Fire the entire @ MiamiDolphins management and force owners to sell the team. I once bought a @ DanMarino jersey and a Starter Jacket. I'm entitled to a Super Bowl win and we'll never get there with these people in charge and players on the field.,manual,irrelevant
73,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,74c78ef0-b7d0-38de-b3d9-adb89d3aeba8,@ MiamiDolphins fire Burke! Stop letting Gase call the plays! Hurt players are no excuse for 2 yard runs every first down!,manual,irrelevant
74,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,02e40376-8e59-36ae-ba58-aefd571690ca,Say what you will about the Dolphins...the organization itself is a dumpster fire.But the field is actually really good. It's why it hosts so many events. You think soccer teams with players making 5x the amount of football players would agree to play events there if it was shit?,manual,irrelevant
75,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,ab6b7fca-2bf3-3475-9517-9470bfc66d91,"Hi @ MiamiDolphins, it's trade deadline day and it's time for a long overdue fire-sale. Implement both terms. Fire your whole staff, and sell any player that can help you now, but won't help when you might be competitive in four years. I know you won't. But thanks anyway.",manual,irrelevant
76,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,0fb8f74c-77d2-3fce-8bc9-3136707e353c,@ MiamiDolphins please fire our scouting dept. we miss so many players. I’m watching saints and Vikings and they have so many great players,manual,irrelevant
77,4af36316-5e40-32b6-ade1-85989cdfa513,Miami Dolphins fire 2 kneeling players before pre-season kickoff.,feaf1c5b-89a4-36f5-8683-d64c76cedf17,"Matt Burke fired? Maybe put him as QB coach. He sure can fire a laptop far. Not so good at defense though. Been downhill since he joined. Players are there, just no guidance or coaching. Ross surely has to see this problem is at the top with defense.",manual,irrelevant
78,c17065b8-11b4-3ad1-97a5-25fe6ac17998,Actor Danny Trejo has passed away at age 74.,86d33f36-5c62-3819-96ab-edbfbfc40f35,"Of course. He appeared in the Call of the Dead Zombies map alongside the 4 main playable actors Danny Trejo, Michael Rooker, Robert Englund and Sarah Michelle Gellar.",manual,irrelevant
